http://mashable.com/2013/01/07/amazon-instant-video-browser/,2,175,5,100
http://mashable.com/2013/01/07/ap-samsung-sponsored-tweets/,2,201,4,152
http://mashable.com/2013/01/07/apple-40-billion-app-downloads/,2,194,6,174
http://mashable.com/2013/01/07/astronaut-notre-dame-bcs/,2,219,7,193
http://mashable.com/2013/01/07/att-u-verse-apps/,2,237,7,218
http://mashable.com/2013/01/07/beewi-smart-toys/,2,242,9,201
http://mashable.com/2013/01/07/bodymedia-armbandgets-update/,2,233,10,261
http://mashable.com/2013/01/07/canon-poweshot-n/,2,229,9,183
http://mashable.com/2013/01/07/car-of-the-future-infographic/,2,234,7,195
http://mashable.com/2013/01/07/chuck-hagel-website/,2,231,5,243
http://mashable.com/2013/01/07/cosmic-events-doomsday/,2,216,8,189
http://mashable.com/2013/01/07/crayon-creatures/,2,223,7,190
http://mashable.com/2013/01/07/creature-cups/,2,225,8,231
http://mashable.com/2013/01/07/dad-jokes/,2,237,6,213
http://mashable.com/2013/01/07/downton-abbey-tumblrs/,2,260,7,242
http://mashable.com/2013/01/07/earth-size-planets-milky-way/,2,275,6,271
http://mashable.com/2013/01/07/echo-game/,2,278,5,251
http://mashable.com/2013/01/07/entrepreneur-trends-2013/,2,300,6,287
http://mashable.com/2013/01/07/facebook-sick-app/,2,307,6,302
http://mashable.com/2013/01/07/felt-audio-pulse-speaker/,2,300,8,287
http://mashable.com/2013/01/07/ford-glympse/,2,302,10,305
http://mashable.com/2013/01/07/ftc-google-leaks/,2,325,7,306
http://mashable.com/2013/01/07/fujifilm-50x-superzoom/,2,356,7,324
http://mashable.com/2013/01/07/hillary-clinton-helmet/,2,348,6,346
http://mashable.com/2013/01/07/htc-q1/,2,364,4,337
http://mashable.com/2013/01/07/huawei-ascend-mate/,2,367,10,322
http://mashable.com/2013/01/07/iheartradio-app-perfect-for/,2,396,9,360
http://mashable.com/2013/01/07/intel-awesome-laptop/,2,413,9,426
http://mashable.com/2013/01/07/isp02-iphone-take-your-pulse/,2,406,10,382
http://mashable.com/2013/01/07/jobs-contently/,2,420,6,404
http://mashable.com/2013/01/07/land-a-job-at-spotify/,3,447,7,432
http://mashable.com/2013/01/07/lego-taking-robotics-to-next-level-with-mindstorms-ev3/,3,438,7,394
http://mashable.com/2013/01/07/lg-oled-tv-price/,3,434,9,415
http://mashable.com/2013/01/07/lionel-messi-fashion-moments/,3,453,6,449
http://mashable.com/2013/01/07/living-room-pinterest-contest/,3,465,8,479
http://mashable.com/2013/01/07/livio-connect-expands/,3,499,10,479
http://mashable.com/2013/01/07/magisto-ces/,3,526,10,505
http://mashable.com/2013/01/07/man-instagram-images-blind/,3,523,9,514
http://mashable.com/2013/01/07/mcafee-spying/,3,544,6,583
http://mashable.com/2013/01/07/messi-year-all-goals/,3,544,6,541
http://mashable.com/2013/01/07/monster-ea-gaming-headphones/,3,544,9,555
http://mashable.com/2013/01/07/monster-katana-bluetooth-speake/,3,541,8,494
http://mashable.com/2013/01/07/nectar-mobile-powe/,3,537,7,485
http://mashable.com/2013/01/07/nvidia-project-shield/,3,547,10,547
http://mashable.com/2013/01/07/nvidia-tegra-4/,3,563,8,599
http://mashable.com/2013/01/07/obama-boombox-israeli-radio-station-ad/,3,558,5,562
http://mashable.com/2013/01/07/omron-fitness-monitors/,3,579,8,532
http://mashable.com/2013/01/07/one-directions-kiss-you-video-is-here-after-barrage-of-web-teasers/,3,573,10,599
http://mashable.com/2013/01/07/panasonic-second-screen/,3,591,9,612
http://mashable.com/2013/01/07/pantech-discover-att/,3,599,8,587
http://mashable.com/2013/01/07/papertab/,3,599,10,581
http://mashable.com/2013/01/07/philips-fidelio-p8-speaker/,3,587,8,567
http://mashable.com/2013/01/07/philips-fidelio-soundbar/,3,619,9,635
http://mashable.com/2013/01/07/pitchfork-advance-album-stream/,3,612,6,618
http://mashable.com/2013/01/07/polaroid-android-camera/,3,633,8,597
http://mashable.com/2013/01/07/power-matters-alliance-organization/,3,621,10,605
http://mashable.com/2013/01/07/rage-comics-dying/,3,633,7,617
http://mashable.com/2013/01/07/reeddit-reddit/,3,638,9,628
http://mashable.com/2013/01/07/roku-adds-channels-device-partners-ces/,3,654,10,630
http://mashable.com/2013/01/07/samsung-2013-ces-press-conference/,3,651,6,644
http://mashable.com/2013/01/07/samsung-85-inch-uhd-tv/,3,646,10,634
http://mashable.com/2013/01/07/samsung-mulit-view-tv/,3,634,9,656
http://mashable.com/2013/01/07/samsung-quad-core-tv/,3,627,7,585
http://mashable.com/2013/01/07/samsung-smart-hub/,3,641,9,632
http://mashable.com/2013/01/07/samsung-uhd-blu-ray/,3,640,9,582
http://mashable.com/2013/01/07/sharp-intros-worlds-largest-led-hdtv/,3,623,8,624
http://mashable.com/2013/01/07/sharp-unveils-next-gen-igo-hdtvs/,3,631,9,625
http://mashable.com/2013/01/07/social-media-iran/,3,634,5,639
http://mashable.com/2013/01/07/social-tv-movies-getglue-2012/,4,664,9,694
http://mashable.com/2013/01/07/sony-stops-manufacturing-playstation-2/,4,682,6,682
http://mashable.com/2013/01/07/stolen-iphone-dating/,5,706,7,709
http://mashable.com/2013/01/07/targus-touch-pen-windows-8/,5,717,10,709
http://mashable.com/2013/01/07/ticketmaster-inauguration/,5,726,6,738
http://mashable.com/2013/01/07/top-twitter-pics-1-7/,5,750,10,759
http://mashable.com/2013/01/07/toshiba-4k-tv/,6,747,8,774
http://mashable.com/2013/01/07/traffic-signals-bugs/,6,761,8,777
http://mashable.com/2013/01/07/vh1-new-logo-plus-sign/,6,765,10,753
http://mashable.com/2013/01/07/youtube-future-tv/,7,765,7,777
http://mashable.com/2013/01/07/youtube-vs-cable/,7,754,6,764
http://mashable.com/2013/01/08/artist-drone-pilots-craigslist-fbi/,7,769,6,772
http://mashable.com/2013/01/08/japanese-cat-bomb-hacker/,7,789,6,813
http://mashable.com/2013/01/08/lego-iphone-case/,8,798,10,796
http://mashable.com/2013/01/08/nfl-arian-foster-twitter-avatar/,8,834,4,843
http://mashable.com/2013/01/08/personal-for-education/,9,832,10,853
http://mashable.com/2013/01/08/ro-marley-ces-2013/,9,854,10,838
http://mashable.com/2013/01/08/samsung-curved-oled/,9,860,8,918
http://mashable.com/2013/01/08/snow-dogs/,9,857,7,902
http://mashable.com/2013/01/08/star-trek-into-darkness-app/,9,877,10,888
http://mashable.com/2013/01/08/star-wars-episode-vii-who-will-direct-it-now/,9,892,5,948
